rating,usefulCount,compound,word_count,char_count,numericalCondition,numericalDrugName
8,13,0,14,85,8,651
8,54,2,45,286,2,657
1,102,0,58,314,5,655
7,49,0,75,412,9,490
7,9,2,31,205,4,235
9,7,2,25,166,4,613
9,294,2,59,351,4,280
8,31,0,30,151,1,397
4,0,0,7,51,4,331
0,4,0,59,384,4,235
0,8,0,26,149,4,235
7,13,2,40,218,1,201
9,30,2,27,150,4,230
6,6,0,48,289,4,35
2,4,0,53,302,5,172
8,73,0,9,80,5,621
8,10,0,39,206,4,356
8,4,0,58,363,4,557
9,122,2,26,143,9,83
8,8,2,60,331,4,235
4,3,2,53,285,4,368
8,9,2,53,274,9,334
6,6,2,67,396,8,8
8,7,2,52,322,1,290
4,1,0,34,189,4,231
9,18,0,22,173,0,664
0,43,0,62,373,2,140
0,24,2,78,443,3,596
8,9,2,60,371,4,232
6,9,2,31,189,6,588
1,23,1,30,154,8,438
9,55,0,52,312,5,109
0,13,0,78,371,7,334
9,33,2,71,406,3,121
7,8,0,49,282,4,280
9,28,2,83,424,3,317
9,164,2,79,483,3,315
9,56,2,28,177,8,11
7,0,2,42,235,4,280
8,62,2,72,395,5,599
0,13,0,16,96,6,38
9,20,2,33,178,4,395
7,6,2,25,123,4,424
9,7,2,19,101,4,232
8,23,2,95,615,3,56
5,2,2,53,281,4,424
1,0,0,46,233,4,235
4,7,0,77,389,4,235
8,9,0,71,418,5,551
9,61,0,41,315,5,666
1,2,0,45,269,4,453
8,17,2,41,248,8,273
8,26,2,38,233,4,262
7,19,2,48,257,2,220
7,39,0,49,281,7,110
9,32,2,60,366,2,599
9,39,2,58,346,1,290
0,3,0,64,356,4,671
1,120,2,44,270,6,603
9,0,0,62,346,4,280
9,28,0,42,256,3,313
9,4,2,20,123,4,199
7,27,0,65,397,5,505
9,36,0,58,314,7,110
4,0,0,70,371,4,54
0,23,0,25,152,6,576
8,3,2,41,203,4,323
9,25,2,79,417,7,350
9,70,2,64,291,9,23
5,2,0,71,430,9,334
8,36,2,53,284,4,231
9,31,0,27,158,2,32
9,12,2,63,387,3,315
6,6,2,79,414,1,91
9,4,2,24,138,4,166
0,5,0,42,230,4,235
8,22,2,8,33,5,645
9,7,2,7,35,8,273
7,0,0,28,178,8,179
2,5,2,51,300,4,424
9,7,2,75,405,9,350
7,16,0,34,193,8,10
8,6,2,24,129,1,201
9,39,2,53,276,7,540
6,23,0,21,119,4,232
9,81,2,65,357,2,348
4,6,0,76,371,4,166
3,5,0,84,444,4,399
7,8,0,59,356,4,232
7,2,0,61,333,4,231
4,3,0,78,424,4,331
9,6,2,40,215,4,424
0,27,0,45,245,5,505
0,3,2,66,409,4,474
7,5,2,37,196,4,229
4,2,2,65,372,4,235
7,49,0,54,296,6,563
0,2,2,15,105,8,143
7,3,0,30,158,2,32
0,4,2,49,250,4,235
9,27,2,57,349,0,146
6,48,2,18,97,6,588
6,49,2,80,487,3,355
9,3,0,65,383,4,331
9,23,2,17,93,2,68
0,6,2,56,326,4,235
9,50,0,75,376,7,83
9,36,2,41,250,2,220
0,0,2,63,377,4,235
0,4,0,52,262,5,645
5,0,0,73,399,4,399
7,2,2,78,461,4,323
8,31,0,17,106,8,597
8,2,2,6,29,1,215
8,19,2,39,233,4,231
1,29,0,27,168,8,179
7,61,2,8,36,8,430
6,11,2,51,273,4,231
2,5,0,23,143,4,231
9,59,2,15,78,9,489
7,4,2,71,433,4,231
0,19,2,49,255,5,666
8,21,2,49,302,3,58
0,0,0,45,246,1,232
8,72,0,43,250,3,313
2,3,0,31,183,4,612
7,72,2,67,408,2,326
8,0,2,21,159,4,116
7,5,2,40,206,4,170
9,38,2,42,223,9,506
8,25,0,60,332,6,82
9,8,2,49,242,4,229
9,50,2,65,341,7,147
7,26,0,45,281,0,664
8,55,2,71,417,0,664
4,0,2,24,154,4,280
9,9,0,70,390,4,297
8,5,2,72,428,4,424
1,27,0,61,330,4,280
0,12,2,79,419,7,540
0,22,2,3,15,3,680
8,2,2,39,197,1,18
9,10,0,71,335,4,166
9,9,0,67,409,4,565
4,20,0,78,429,5,326
8,4,2,43,204,4,344
8,21,2,52,247,7,147
6,17,0,19,101,3,140
0,30,0,57,387,2,202
9,65,0,19,114,2,220
9,3,2,51,269,4,235
6,33,2,54,304,2,326
4,3,2,23,112,4,295
0,4,0,47,273,4,229
5,6,0,66,363,4,323
4,3,0,75,402,1,138
6,34,0,39,217,5,202
9,18,2,9,47,5,667
6,0,0,65,367,4,235
0,25,0,19,127,5,550
4,5,0,66,403,4,424
7,4,2,27,160,5,134
9,42,0,73,448,5,551
3,11,0,53,327,4,280
8,7,2,63,381,4,235
9,129,2,76,428,9,147
7,5,0,72,495,4,395
8,10,2,37,202,6,39
6,37,2,74,464,0,335
7,7,2,72,397,4,340
0,42,0,45,186,7,31
9,39,0,56,280,5,645
8,106,0,60,388,3,355
2,7,0,71,390,4,148
9,4,2,39,200,4,311
9,79,0,77,435,5,207
6,22,2,21,135,1,19
0,8,2,3,23,2,220
7,26,2,72,398,2,109
0,17,2,21,117,4,424
4,2,2,85,419,4,323
8,8,2,56,314,4,391
0,5,2,69,424,1,353
2,80,0,20,118,5,207
6,5,0,57,336,4,226
7,7,2,76,384,4,297
9,89,0,19,109,8,469
7,2,2,88,423,4,262
0,6,0,72,392,4,231
8,4,0,38,182,4,323
2,4,2,30,154,4,235
6,61,2,62,341,3,355
9,47,2,27,171,3,58
8,19,0,58,352,2,220
4,1,0,56,365,4,431
2,56,2,60,362,4,431
9,14,0,59,334,7,110
9,11,2,35,184,4,148
4,3,2,70,371,4,613
1,0,2,52,299,4,227
8,56,2,8,47,6,43
0,12,1,16,115,5,0
7,2,0,36,187,5,134
9,14,0,7,39,8,186
2,8,2,28,150,4,567
7,12,1,11,74,3,645
5,34,0,72,444,3,58
8,29,0,81,477,2,326
8,42,2,36,198,5,683
6,8,2,29,206,4,232
9,11,0,63,416,1,77
8,1,2,18,117,4,611
6,87,2,41,216,3,163
0,5,0,78,438,8,469
9,69,2,22,126,7,110
5,2,2,48,272,4,424
8,13,2,79,431,4,323
6,11,0,7,37,0,21
9,44,0,32,196,5,172
9,9,0,71,405,1,290
5,6,0,39,233,4,356
8,40,2,59,365,0,146
8,4,2,58,339,4,368
7,19,2,16,100,1,574
9,9,1,1,6,5,445
9,23,2,67,365,2,177
8,12,2,62,323,4,229
7,9,2,58,351,5,220
0,22,2,56,296,6,532
0,7,0,32,147,4,231
9,6,2,68,360,7,489
9,23,0,68,389,5,445
2,9,0,27,151,4,440
8,211,2,62,365,5,220
0,9,2,43,261,4,340
7,3,2,42,208,4,235
2,4,0,32,190,5,655
0,14,2,72,395,4,235
2,7,2,45,261,7,110
8,6,0,76,417,4,557
8,21,2,72,409,0,664
9,157,2,66,387,2,309
9,24,2,76,445,3,191
0,17,0,33,208,4,260
3,1,0,31,187,4,231
8,21,2,62,337,4,454
9,18,0,7,38,2,177
8,12,0,65,375,5,127
0,36,2,37,195,2,220
7,18,2,64,328,4,673
6,80,0,69,371,2,259
9,29,2,68,441,6,684
8,40,1,76,444,0,21
7,3,2,45,246,4,458
7,13,2,20,121,9,350
8,54,2,18,87,8,439
8,5,2,48,275,4,232
9,18,2,64,350,4,455
4,15,2,46,242,9,489
9,25,0,34,186,8,308
9,8,0,81,444,8,493
0,16,0,11,57,4,323
1,31,0,8,42,2,525
3,2,2,65,364,4,231
2,2,0,13,72,4,443
7,17,2,63,373,5,499
8,18,2,6,34,8,430
9,107,0,45,224,5,621
4,1,0,15,72,9,110
9,21,1,15,88,8,308
0,10,0,25,140,4,231
8,20,0,54,282,9,489
3,7,0,80,384,4,166
0,0,2,26,145,4,229
9,58,2,47,258,5,552
2,3,0,71,431,4,612
8,2,0,63,392,4,228
4,11,0,71,414,5,109
0,5,0,54,300,4,404
8,89,2,42,255,0,335
8,89,0,19,131,8,468
0,14,2,61,398,8,8
8,6,2,16,94,4,440
7,35,0,69,430,3,261
9,1,2,45,283,3,58
9,17,0,68,411,8,274
3,2,1,4,21,8,438
0,3,0,65,328,4,424
8,14,0,50,298,2,220
0,19,0,11,82,3,445
9,7,2,6,32,4,323
3,1,0,28,148,4,331
8,16,2,53,286,3,522
9,6,2,36,223,4,129
2,9,0,45,257,4,323
9,2,2,22,130,4,231
4,2,0,28,164,1,397
9,17,0,37,195,4,270
8,24,2,36,174,7,147
8,21,2,31,167,6,512
7,19,2,56,304,3,509
7,27,0,22,112,3,445
9,19,2,22,113,8,308
9,23,2,20,118,7,378
9,9,0,57,294,4,166
5,0,2,59,339,4,440
9,9,0,53,367,8,246
9,33,0,18,121,8,186
9,124,2,52,282,2,275
8,40,0,38,215,7,334
0,5,2,66,383,4,614
7,13,0,29,161,5,476
9,12,2,42,240,1,77
9,50,0,37,245,8,681
7,8,2,57,283,4,474
8,2,2,29,159,1,91
0,26,0,53,327,2,275
9,86,2,67,402,2,140
7,37,0,72,388,4,399
8,3,2,47,246,6,684
9,371,0,61,412,2,111
9,11,2,49,287,5,134
0,5,0,68,387,1,231
9,4,2,22,156,4,583
6,18,0,58,307,4,368
6,19,0,58,329,5,326
5,5,2,33,182,4,280
7,35,2,72,386,0,268
2,0,0,48,257,4,231
9,23,2,1,6,3,140
0,42,0,10,59,6,576
9,8,2,45,206,4,671
8,1,0,73,435,4,231
6,6,2,63,369,4,424
4,13,2,30,153,9,489
9,41,2,75,398,4,323
8,5,0,19,104,3,163
0,6,0,21,102,4,391
5,16,2,58,359,7,334
8,27,2,53,275,3,309
9,55,0,86,507,2,400
4,6,0,40,222,4,331
7,28,2,76,368,6,684
7,35,0,61,283,8,259
6,4,0,74,450,4,557
7,0,2,26,151,4,229
0,32,1,49,262,6,554
4,6,2,36,199,4,424
8,52,2,72,380,9,490
6,15,2,68,412,5,172
6,2,2,74,402,4,231
7,13,0,50,279,2,668
1,4,0,37,195,4,232
7,103,0,8,47,8,435
9,33,2,44,258,4,96
5,14,2,48,268,6,38
6,88,2,67,408,5,689
6,21,0,44,284,3,317
4,34,1,40,251,0,664
8,25,0,28,181,5,499
7,5,2,76,422,4,280
9,24,2,30,185,1,250
9,38,2,79,423,9,350
8,56,2,79,472,6,82
1,15,0,38,205,4,399
8,204,0,57,298,5,683
9,128,0,68,396,1,672
1,1,0,29,175,4,424
8,12,0,65,403,4,148
9,36,0,52,342,5,202
3,7,2,62,386,4,583
8,18,2,72,390,1,92
7,0,2,70,417,4,235
0,0,2,49,250,3,509
5,8,2,39,226,4,340
8,31,1,14,79,3,509
9,13,1,25,128,7,334
8,19,0,38,242,4,672
9,1,2,50,306,4,227
1,7,0,69,395,4,166
9,33,0,29,197,3,596
7,60,0,67,355,9,83
4,3,0,40,226,4,458
9,10,2,67,348,4,280
5,0,2,60,333,4,323
9,55,2,81,431,7,147
8,2,0,35,189,2,476
0,0,0,67,418,4,229
1,4,0,70,373,4,229
8,7,2,57,311,4,116
9,148,1,15,99,0,571
8,160,2,34,167,6,603
3,1,0,15,93,4,96
7,28,1,4,29,0,664
0,1,0,14,84,8,629
8,13,1,23,133,3,336
0,15,0,72,391,5,127
1,3,2,45,249,4,231
7,8,2,5,25,8,277
4,38,0,31,186,4,431
9,5,0,25,137,7,540
8,18,2,63,360,4,391
0,2,0,54,306,4,235
9,0,0,34,188,4,368
8,27,2,65,359,4,148
2,12,2,75,405,7,110
9,44,0,13,98,2,669
3,7,2,82,468,4,399
0,4,2,20,117,4,235
8,3,2,57,337,4,229
0,62,0,28,154,5,446
9,2,2,30,175,1,397
8,8,0,70,435,3,550
9,32,2,48,240,9,489
7,15,0,72,344,7,452
9,1,2,10,61,4,235
4,18,2,40,246,4,424
0,4,0,37,240,4,76
8,3,2,24,109,4,235
4,7,0,77,389,4,424
6,2,1,36,220,4,232
9,12,0,59,378,8,274
9,22,0,71,439,3,259
6,4,2,59,333,1,290
7,8,1,20,114,8,272
9,3,2,30,185,4,148
9,10,2,37,198,1,20
9,4,2,69,386,4,323
0,1,2,73,415,4,231
7,123,0,68,382,5,551
8,1,0,53,251,4,230
4,56,2,66,364,4,235
8,36,1,23,133,1,215
9,79,0,75,412,8,468
9,4,2,31,225,0,49
6,55,0,29,182,5,153
9,12,0,48,262,5,134
0,10,0,29,191,4,395
8,18,2,56,323,1,20
2,3,2,78,445,4,331
9,81,0,88,453,8,247
8,5,2,20,104,8,11
8,13,0,53,262,4,54
3,34,0,56,298,0,146
0,1,0,70,385,4,227
7,45,0,52,286,2,32
9,80,0,27,158,5,568
6,3,2,18,97,4,565
5,8,0,22,152,8,597
3,3,0,70,396,4,324
9,129,2,76,428,9,110
1,2,0,13,62,4,340
8,4,0,66,376,4,235
2,17,0,68,376,4,235
9,11,1,73,376,1,197
9,11,0,60,372,4,232
8,116,0,32,160,8,634
4,4,1,11,61,9,147
9,60,2,19,124,0,176
8,24,2,77,433,7,350
7,43,0,74,414,3,140
8,7,2,70,413,1,397
9,8,2,18,92,4,356
9,6,0,64,353,4,424
0,24,0,38,210,2,68
6,0,2,57,316,4,323
2,19,2,41,200,5,551
7,50,0,9,53,7,486
5,20,2,10,52,8,352
7,41,0,51,280,9,350
4,0,2,74,415,4,399
8,53,2,25,177,0,664
1,13,0,56,333,4,227
9,3,2,4,25,8,682
9,34,2,19,87,4,399
9,30,0,32,183,1,535
3,23,2,12,85,3,509
9,6,0,20,126,0,49
7,22,0,70,398,8,581
9,75,2,52,300,5,504
9,74,2,39,210,5,551
5,6,0,27,170,8,416
9,28,2,28,180,4,229
5,3,2,70,399,4,424
9,5,2,32,186,4,227
9,63,0,78,455,4,399
8,6,2,20,105,3,56
9,89,2,74,439,4,356
0,1,0,31,188,4,424
9,67,2,15,84,2,68
7,0,2,63,322,4,431
8,1,2,58,311,4,227
9,26,2,81,399,9,23
9,50,2,38,230,4,227
1,10,2,78,412,4,340
6,16,2,17,92,8,629
9,160,2,62,364,9,350
7,56,0,53,339,3,522
0,5,0,66,386,4,223
7,5,2,51,301,0,526
7,334,2,73,393,5,665
7,85,0,68,389,2,645
8,38,0,12,69,2,140
7,182,2,47,272,5,683
9,49,2,80,455,8,581
8,32,0,75,433,2,202
1,7,0,25,169,4,72
0,26,0,48,281,3,121
7,31,2,79,446,0,69
8,35,0,65,390,4,231
9,48,2,28,140,8,648
3,1,0,69,365,4,231
9,4,2,33,184,4,557
1,0,0,51,315,4,513
9,10,2,36,189,4,235
9,137,0,65,428,5,551
9,68,2,57,386,0,664
0,21,0,63,328,6,82
9,87,0,50,320,3,313
0,0,0,3,15,4,557
2,36,2,18,114,3,315
9,4,2,69,369,4,323
8,37,0,24,148,6,684
2,4,0,43,254,4,297
5,4,0,27,135,4,229
9,76,1,62,364,0,22
2,2,0,70,383,4,231
5,2,0,70,476,4,457
0,10,0,27,166,4,340
9,36,0,67,371,7,147
9,4,0,23,115,4,536
6,3,0,70,415,1,197
9,1,2,53,290,4,231
8,8,2,38,199,1,88
9,13,2,27,150,3,0
9,0,2,15,94,4,71
9,13,2,27,152,1,194
7,20,2,42,220,5,665
0,18,1,23,119,6,576
9,50,2,16,95,5,487
8,7,1,46,267,4,565
8,33,0,13,96,2,111
8,6,2,44,274,4,565
2,1,2,61,367,4,235
9,73,2,43,286,3,163
0,3,2,54,290,4,311
6,152,0,54,377,5,655
1,23,2,35,177,9,83
2,5,0,77,387,4,323
9,45,1,5,27,3,313
0,3,0,46,246,4,166
8,60,0,69,405,8,468
7,21,2,74,396,7,147
6,12,0,17,129,5,326
7,27,0,53,314,3,313
7,10,2,69,385,4,340
0,3,0,33,176,4,424
9,17,0,39,216,4,231
9,46,2,10,68,3,509
7,0,2,27,149,4,311
9,112,2,42,237,8,430
1,15,2,68,382,5,202
8,43,2,9,68,6,269
5,0,2,60,324,4,229
9,114,0,78,425,5,326
9,47,2,43,233,9,334
3,14,0,67,376,4,433
6,9,2,52,299,4,440
1,8,0,67,432,4,583
5,8,2,33,159,4,399
2,47,0,66,350,5,666
3,24,2,61,355,5,109
7,23,2,24,136,3,254
4,3,2,70,424,4,235
9,17,0,67,386,4,54
9,46,2,14,83,5,326
5,5,2,80,408,4,229
9,29,0,48,289,1,20
0,2,0,35,187,7,147
8,19,0,72,372,4,424
5,19,0,30,169,5,645
8,22,0,60,317,4,227
9,11,2,45,271,4,231
9,33,2,18,103,4,235
9,4,0,20,121,7,182
9,27,2,39,232,0,174
2,132,0,37,237,4,424
8,50,0,71,439,5,207
0,9,2,49,255,4,280
1,5,0,47,254,4,565
8,106,2,19,101,5,655
9,11,2,4,24,7,378
6,4,0,43,251,4,675
1,5,0,62,332,4,424
8,43,2,18,120,6,684
8,6,0,39,251,1,673
8,49,2,73,416,5,551
7,2,2,59,337,1,19
7,68,0,60,391,3,309
8,19,0,67,361,8,468
4,70,2,43,236,5,621
4,13,0,40,215,9,83
6,17,1,47,322,0,21
0,27,0,17,89,6,82
2,9,2,79,469,4,231
2,3,0,61,340,4,643
8,66,0,48,313,5,127
4,12,2,73,393,7,489
9,105,0,82,450,2,259
9,36,0,71,387,8,259
7,7,2,78,442,1,19
9,17,2,77,411,4,399
8,33,2,36,207,8,10
9,9,2,66,399,1,574
0,6,0,24,132,4,542
1,1,0,62,350,5,253
7,40,0,75,410,5,683
6,5,2,39,215,8,629
7,11,0,39,229,3,220
8,24,2,63,362,1,20
6,11,0,49,287,4,424
3,5,2,71,364,4,235
1,2,0,62,366,4,424
4,1,2,37,180,4,424
9,205,0,25,149,8,466
9,10,2,42,222,1,90
2,26,0,71,452,2,208
7,15,0,41,225,5,551
0,1,0,70,383,1,266
1,19,0,70,454,5,127
2,5,0,50,266,1,20
9,93,2,57,304,3,313
7,3,2,25,148,4,231
8,1,2,18,115,7,147
0,7,2,40,213,4,229
0,3,0,74,408,0,176
0,3,0,79,394,4,229
7,7,0,21,112,5,654
3,27,0,42,243,8,533
8,14,0,42,231,7,110
3,8,2,58,353,4,235
0,7,0,47,247,3,121
0,4,0,59,328,4,453
8,30,2,70,383,9,83
1,12,0,75,429,3,355
3,0,2,42,213,4,235
0,4,0,35,194,8,308
8,3,2,77,411,4,565
7,32,0,59,369,5,499
9,43,2,29,183,6,684
9,22,0,64,377,5,322
4,40,1,32,202,3,315
6,35,2,42,264,6,38
9,18,2,47,259,9,371
9,5,2,25,135,4,166
9,26,2,5,25,6,225
9,6,0,40,241,4,391
8,51,2,57,365,5,499
7,3,2,37,192,4,148
9,0,2,57,291,4,280
5,5,0,68,451,4,199
1,2,2,49,302,4,340
9,117,0,77,411,6,509
8,0,2,13,68,4,542
4,10,0,36,211,2,326
9,59,2,28,179,1,197
9,17,2,11,49,0,146
3,11,2,76,413,2,177
1,6,2,18,91,2,111
4,2,2,72,374,4,453
5,7,0,9,52,4,440
9,21,2,80,536,3,596
9,55,0,70,444,2,348
1,12,0,76,461,2,400
6,39,2,14,82,5,556
8,6,2,65,363,4,235
8,72,2,34,172,7,452
0,9,0,63,375,4,114
7,20,2,42,236,6,684
1,26,0,55,295,7,83
7,90,2,70,378,7,334
9,129,2,11,55,7,182
6,9,0,54,389,4,612
9,65,0,68,400,6,684
6,10,2,54,296,4,565
2,11,2,16,97,4,456
9,6,2,10,72,3,315
1,5,0,62,419,4,232
0,41,2,42,248,3,355
8,7,2,50,245,4,229
8,130,0,73,431,5,220
0,59,0,42,249,8,272
6,5,0,73,403,4,675
7,5,2,28,162,4,360
9,17,0,26,144,2,348
9,18,2,26,153,5,134
3,8,0,55,330,5,655
7,12,2,83,439,1,91
4,17,2,60,348,0,69
0,57,0,38,210,2,275
0,1,0,71,415,4,368
6,0,0,73,413,4,280
7,63,0,48,311,5,207
0,6,2,73,374,4,395
0,12,0,21,121,8,648
4,10,0,34,185,4,235
9,8,2,37,172,4,199
9,7,2,71,428,4,399
9,60,2,87,462,7,147
4,22,0,74,468,8,430
9,35,2,73,449,5,654
5,23,0,41,241,2,477
6,61,0,36,177,2,111
9,77,2,13,99,5,665
8,6,2,62,399,4,340
7,31,2,33,204,5,220
0,17,0,25,130,2,477
8,15,0,15,85,8,274
9,17,0,15,83,2,140
9,25,1,40,215,8,405
5,0,0,71,425,4,424
1,0,0,52,305,4,424
0,4,2,47,261,4,368
8,30,2,47,254,6,576
6,18,0,62,429,8,274
1,4,0,20,94,8,272
5,6,2,57,310,7,147
4,1,0,45,208,4,557
8,30,0,21,120,7,110
7,5,2,49,251,4,231
0,5,0,36,197,4,431
8,46,2,73,458,2,153
9,83,0,46,275,8,660
8,12,2,56,298,4,232
9,9,2,70,362,4,424
6,16,0,43,261,8,599
4,60,0,89,460,7,595
1,2,0,26,143,4,227
8,141,2,71,430,0,286
0,49,2,7,29,5,109
8,39,2,2,13,8,497
0,6,2,59,326,4,399
3,24,0,28,154,4,229
8,2,1,50,297,4,612
6,20,0,30,180,7,540
0,63,0,27,153,2,103
9,8,2,18,94,4,323
9,30,0,43,204,9,23
8,30,0,28,181,4,424
9,14,0,64,391,4,199
3,15,2,29,144,6,140
0,35,0,41,265,3,0
0,13,2,47,288,4,453
8,45,0,73,441,5,477
3,4,2,19,95,3,689
2,39,0,40,219,5,172
9,11,0,69,424,7,489
7,19,1,67,391,3,539
8,33,2,61,356,0,49
8,33,0,33,217,8,11
8,48,0,27,189,5,401
8,13,2,16,89,4,565
2,11,0,31,198,8,438
0,6,0,35,211,4,297
6,25,0,24,138,8,629
8,3,0,34,217,4,583
6,59,2,74,398,6,603
9,65,2,67,406,4,235
3,5,0,65,402,6,372
9,25,0,29,167,4,440
9,76,2,64,377,5,400
0,3,0,18,96,4,643
9,21,2,13,69,3,220
8,58,0,72,499,2,599
8,7,2,65,361,0,664
9,37,0,69,420,1,564
5,11,2,27,144,9,489
0,23,0,46,240,2,525
3,0,2,41,252,4,266
9,3,2,73,423,9,489
8,29,0,34,178,8,660
9,7,2,73,435,4,148
0,6,0,78,452,4,440
7,34,2,44,260,9,83
7,0,1,8,57,5,56
9,56,2,72,370,9,489
7,10,0,65,360,4,340
8,5,2,13,82,4,232
7,45,2,15,97,5,165
9,200,0,55,357,7,595
4,1,0,70,398,4,233
4,7,2,34,180,4,229
0,15,0,79,408,4,399
6,2,0,59,294,4,229
9,88,2,32,191,2,259
9,82,2,4,22,7,350
4,1,0,69,450,4,229
8,94,0,66,425,3,317
5,70,0,64,389,5,509
9,28,0,19,124,2,68
2,21,2,11,61,3,549
9,21,0,46,238,0,335
9,26,1,28,142,7,110
0,9,0,49,256,4,340
3,0,0,32,207,8,8
4,12,0,27,152,4,323
7,0,2,45,269,4,235
0,17,0,43,285,6,354
0,4,1,11,52,4,297
0,9,0,18,122,4,320
6,30,2,29,161,9,147
7,76,2,71,372,0,268
8,52,2,38,203,8,381
9,11,0,31,190,8,597
3,7,0,66,341,4,166
8,36,0,89,436,8,469
0,8,0,25,160,8,273
7,7,2,35,215,4,323
0,3,0,56,290,4,170
2,4,2,34,181,4,513
9,28,0,73,420,1,20
7,2,2,34,191,4,232
6,4,2,73,422,1,673
7,16,2,2,18,8,581
0,15,2,22,154,3,315
8,1,2,54,282,6,43
8,20,2,76,381,6,38
6,51,2,65,345,5,56
9,116,0,76,404,9,490
0,4,0,20,112,4,424
7,90,0,64,391,2,153
7,20,2,31,187,6,512
4,30,2,11,58,8,259
3,13,2,9,55,8,14
9,1,2,26,158,4,298
9,93,0,68,355,2,68
0,3,2,27,158,4,232
9,38,2,72,388,4,199
9,26,0,61,350,6,255
9,10,2,9,50,4,453
4,11,0,74,404,5,551
9,42,0,60,342,5,683
8,23,2,72,390,2,326
0,7,0,38,213,4,280
8,3,2,62,312,4,399
0,17,0,82,461,8,597
8,12,2,46,284,1,135
9,14,2,37,235,4,200
9,26,2,25,158,2,275
1,19,0,50,320,8,414
7,17,0,77,416,3,121
9,6,2,36,176,4,280
7,44,2,38,218,5,551
8,137,0,71,395,2,476
8,3,2,133,865,4,399
0,13,0,39,250,1,564
9,141,0,57,356,7,350
8,8,0,60,320,4,340
2,24,2,68,420,6,603
8,19,2,17,89,4,431
0,6,0,51,289,4,424
9,8,2,53,298,4,542
0,21,0,22,126,6,82
4,3,0,55,326,5,253
7,6,0,36,162,4,235
7,35,2,71,462,3,315
0,22,0,19,100,5,153
6,8,2,15,91,3,549
7,47,0,37,217,5,202
8,13,0,31,145,8,581
9,122,0,42,243,8,272
9,24,2,43,226,7,378
4,16,1,10,57,5,551
9,49,0,68,417,4,229
3,10,0,10,57,8,416
7,34,1,64,382,7,147
1,3,0,58,320,4,389
9,57,0,13,80,3,313
8,43,2,74,428,7,147
8,99,0,58,375,5,212
8,17,2,82,452,1,197
6,21,2,72,438,7,489
4,16,2,69,378,7,110
7,34,0,58,353,3,465
9,61,2,55,310,2,400
3,6,0,74,399,4,391
3,47,0,14,84,8,259
8,7,0,66,384,1,215
7,12,2,61,372,2,499
1,11,0,71,397,4,323
1,33,0,73,449,5,621
0,1,0,74,444,4,323
9,115,2,56,363,5,109
0,9,0,38,223,4,232
7,20,0,37,186,0,387
8,31,0,74,449,8,259
1,36,0,3,13,8,125
6,2,0,25,132,4,331
7,6,0,22,120,8,468
0,0,0,43,232,4,166
4,67,2,76,491,5,665
8,62,0,68,437,5,645
8,51,0,44,324,3,315
0,23,0,53,302,3,313
1,24,0,17,93,6,512
8,1,0,44,249,4,424
8,40,0,81,435,9,243
1,22,2,18,97,8,186
8,1,2,67,346,4,424
9,53,0,12,71,8,179
2,8,1,8,45,4,495
8,303,0,41,247,8,43
0,9,2,35,192,0,48
6,9,0,44,272,0,387
0,36,0,15,101,3,539
4,0,0,41,215,4,474
0,1,2,17,99,4,232
2,0,2,43,202,4,235
8,12,2,41,183,9,489
0,3,0,41,250,4,229
7,57,2,14,73,6,140
9,8,2,46,248,4,229
2,16,0,29,196,8,581
2,12,0,30,184,2,400
8,58,2,47,242,6,689
9,79,1,31,168,7,670
9,20,2,86,509,1,574
9,22,2,37,206,4,455
4,8,0,23,114,7,147
6,60,2,31,183,6,603
0,1,0,3,15,6,674
9,9,0,66,345,8,597
7,35,2,64,373,5,253
7,85,2,61,312,6,588
8,108,2,59,316,5,400
8,60,1,2,11,5,207
0,1,2,14,79,4,323
2,8,1,16,89,1,91
4,18,2,73,372,7,83
0,18,0,12,101,3,509
7,4,0,66,422,4,235
8,54,0,23,119,1,19
7,96,0,52,284,7,147
0,2,2,40,208,4,235
7,0,2,68,352,4,424
6,31,2,15,74,6,372
7,94,2,29,138,7,489
8,23,2,65,387,2,140
9,179,0,45,272,8,202
0,13,2,11,54,2,657
9,32,2,36,203,7,596
7,4,2,53,322,5,654
9,18,2,45,228,2,220
7,32,2,63,385,4,399
5,7,0,7,46,5,477
4,13,2,20,119,5,202
3,24,0,54,342,8,186
8,72,0,43,250,3,315
9,88,0,77,443,5,645
2,2,0,28,160,1,18
8,24,0,23,124,8,629
9,61,0,27,178,8,466
4,2,0,59,327,4,232
8,0,2,35,184,4,440
6,20,0,35,235,5,400
9,9,2,28,141,5,602
0,0,2,70,412,4,199
9,9,0,89,450,9,83
8,58,0,93,517,9,350
1,16,0,26,139,4,297
6,44,2,12,72,1,363
0,13,2,19,108,5,56
0,5,0,66,386,4,232
4,26,2,5,33,7,147
7,90,2,60,360,2,172
1,33,0,21,135,5,683
1,4,2,44,247,4,54
1,12,0,70,404,4,280
9,231,0,30,183,2,103
9,33,0,73,409,8,179
9,10,2,76,390,4,455
4,53,2,68,443,6,517
9,0,0,33,173,4,231
1,1,2,50,263,4,458
6,18,2,19,105,0,335
1,12,2,18,127,5,134
8,27,0,25,170,8,126
9,9,0,39,228,4,235
9,191,2,61,381,5,683
1,14,0,71,410,9,110
3,0,2,68,458,0,664
9,38,0,41,253,2,141
0,7,0,24,138,8,308
7,22,0,84,457,9,506
9,12,2,79,425,9,489
7,0,0,28,181,4,232
7,134,0,40,289,8,599
