usefulCount,compound,rating_binary,word_count,char_count,numericalCondition,numericalDrugName
5,0,1,68,387,4,323
9,0,1,73,416,1,290
0,0,1,31,163,4,148
70,2,1,24,137,7,350
19,0,0,26,129,6,509
4,0,0,29,169,4,536
4,0,1,52,273,4,323
0,2,1,65,346,4,280
6,2,1,62,399,4,231
39,0,1,69,382,7,540
79,2,1,65,440,0,171
73,0,0,66,420,6,554
38,0,1,39,189,9,489
50,2,1,53,291,5,102
12,2,1,53,311,4,399
33,0,1,68,391,7,506
1,2,1,16,91,4,399
61,2,1,40,254,3,317
9,2,1,76,398,4,231
6,0,0,47,314,4,148
14,0,1,59,271,9,489
28,0,1,69,404,5,654
5,2,1,50,293,4,656
124,2,1,43,243,5,621
12,0,1,48,270,5,662
4,0,1,66,436,5,220
35,0,0,45,261,0,335
20,2,1,46,277,4,270
3,2,1,24,149,4,297
0,0,0,47,274,4,71
59,2,1,73,448,6,576
5,2,1,57,330,4,656
44,0,0,69,443,5,172
17,0,0,75,412,8,259
137,0,1,71,395,2,477
23,0,1,67,374,9,489
4,2,1,45,280,4,424
72,0,1,13,72,5,220
28,2,1,22,122,0,335
17,2,1,71,419,5,134
47,2,1,12,73,2,640
41,2,0,56,315,3,445
139,0,1,66,376,5,551
10,2,1,36,208,4,297
40,2,1,18,99,4,565
3,0,1,31,173,4,557
86,2,1,48,261,9,490
17,0,0,15,113,8,274
39,0,0,26,146,5,621
76,1,1,60,339,9,23
5,0,0,33,186,1,20
8,2,0,61,313,4,323
76,2,1,77,396,7,489
42,2,1,24,118,9,489
6,0,1,63,372,4,424
73,0,0,66,420,6,195
18,2,1,25,115,7,486
6,2,1,48,271,1,91
8,0,1,61,327,5,655
4,0,0,49,254,4,424
24,1,1,18,123,3,522
49,0,1,58,352,8,632
7,0,1,26,168,4,673
58,2,1,67,434,5,56
2,2,1,61,349,4,424
10,2,0,5,37,2,275
3,2,0,24,139,4,231
3,0,0,74,400,4,231
16,2,0,50,275,2,326
9,2,1,70,418,1,96
2,2,0,78,461,4,235
45,2,1,4,25,3,549
3,2,0,55,306,4,404
93,2,1,92,454,3,163
8,2,0,67,383,4,54
11,2,1,61,362,1,644
2,0,0,36,189,4,231
254,0,1,47,255,2,111
8,1,1,63,362,5,499
2,0,0,35,201,4,235
4,2,1,39,218,5,202
2,2,1,37,192,4,399
34,0,1,135,798,4,557
3,1,1,41,229,8,179
25,0,1,71,403,2,645
21,0,1,58,313,5,134
4,2,0,53,304,4,235
16,0,1,74,387,9,147
12,2,1,76,426,9,489
4,2,1,24,142,8,246
68,0,1,44,263,2,153
3,0,0,29,171,5,645
8,1,1,28,170,8,352
55,0,0,19,111,4,280
17,2,1,85,434,0,335
27,0,0,88,440,5,665
3,2,1,32,153,1,20
6,2,1,60,355,1,20
47,0,1,48,294,8,330
208,0,1,73,416,2,476
8,2,0,36,213,4,453
11,0,0,18,105,1,290
66,2,0,32,170,3,355
40,0,1,70,421,0,49
17,0,0,45,230,7,147
23,2,1,34,218,5,326
1,2,1,4,19,5,645
144,0,1,36,199,5,32
4,2,1,28,143,4,453
10,0,0,68,329,4,231
36,0,1,73,426,2,153
8,2,0,66,343,4,440
16,2,1,66,420,1,290
11,2,1,30,180,3,549
58,2,1,87,464,5,109
33,0,1,73,409,8,660
3,0,0,52,286,4,297
24,2,1,29,157,1,290
29,0,1,59,286,2,140
13,2,1,72,402,4,235
0,0,0,29,173,4,280
23,2,1,72,390,2,220
13,2,1,48,270,4,200
6,2,1,17,85,4,170
26,0,1,9,54,2,177
4,0,0,71,448,4,170
12,0,0,28,178,5,53
120,2,1,19,101,2,220
12,2,1,51,273,4,229
25,0,1,50,269,9,489
66,2,1,25,130,9,489
8,2,0,69,399,4,368
49,2,1,78,443,2,111
28,2,1,41,221,5,667
12,0,0,29,221,2,220
23,2,1,44,261,5,487
103,0,1,73,437,5,551
4,0,0,68,371,4,280
1,0,1,12,75,4,323
30,0,1,36,184,7,540
3,0,0,16,110,5,109
2,0,1,31,172,4,232
18,0,0,10,82,8,599
3,2,1,18,103,4,687
3,2,1,5,31,4,323
8,2,0,74,386,4,116
9,0,0,44,263,7,110
3,0,1,74,382,4,148
4,0,1,66,389,4,671
22,2,0,12,74,5,172
57,0,1,78,469,3,315
15,2,0,21,105,9,110
13,0,1,75,418,4,455
0,0,0,75,375,4,235
40,2,1,52,283,6,195
34,1,0,2,10,8,581
13,2,1,28,150,1,156
41,2,1,23,136,6,512
0,0,1,79,396,4,557
2,2,0,21,116,5,153
1,0,1,74,411,4,424
63,0,1,57,355,3,596
100,1,1,39,208,9,23
1,2,0,22,126,4,231
5,2,1,36,211,4,235
6,2,1,29,159,4,424
97,2,1,39,231,7,31
95,2,1,37,212,7,83
0,2,1,70,440,5,134
16,2,1,10,58,8,11
3,0,0,39,210,4,229
0,0,1,56,314,4,323
49,2,1,25,134,3,355
1,0,0,24,115,4,148
14,2,1,38,216,1,290
18,0,0,13,106,5,400
69,2,1,22,126,7,147
40,2,1,59,334,4,344
9,2,1,28,147,4,474
2,2,0,24,143,4,170
2,0,1,40,216,4,323
31,0,0,19,112,5,662
57,0,1,36,202,8,449
10,0,1,13,74,1,20
10,2,1,61,333,0,664
43,0,0,31,150,8,272
31,2,1,58,307,2,640
12,0,1,67,391,5,220
13,2,1,39,245,4,231
12,2,1,41,199,6,225
26,0,1,69,487,3,315
12,0,1,22,118,9,652
4,2,1,66,377,5,172
31,0,1,35,234,0,57
24,2,1,16,101,5,202
0,2,1,55,299,4,235
2,0,0,67,402,8,599
82,0,0,20,127,2,275
8,2,1,39,207,6,372
12,0,0,38,232,7,110
41,2,1,45,237,3,355
12,0,1,46,225,4,231
15,1,1,7,35,5,202
163,0,1,37,234,5,56
1,2,1,61,330,4,280
13,2,1,50,273,1,290
60,2,1,22,134,6,372
47,0,1,55,300,5,683
21,2,1,50,281,9,489
42,0,1,50,282,2,111
31,0,1,67,380,4,424
0,2,0,30,152,4,280
31,0,1,52,292,5,477
10,2,0,61,381,2,177
5,2,1,33,205,4,323
6,0,0,35,228,8,468
9,2,1,27,141,6,576
6,0,0,70,461,4,280
2,0,0,48,254,4,280
37,2,1,27,165,2,275
25,0,1,74,443,9,147
73,2,1,11,68,6,269
1,2,1,81,464,4,148
4,2,1,42,226,4,166
5,2,1,35,192,4,232
23,2,1,46,262,4,399
2,2,1,37,231,4,443
9,2,0,1,5,6,354
35,0,0,65,390,5,662
90,0,0,52,330,5,109
0,0,0,36,194,4,672
6,0,1,53,333,1,199
71,0,1,58,320,2,476
20,2,1,67,444,4,613
7,0,0,29,170,4,392
16,2,1,23,113,4,231
6,0,0,33,195,4,232
4,0,1,78,535,4,231
3,0,1,51,285,4,557
19,2,1,51,275,4,148
12,0,1,30,167,4,542
9,0,1,73,468,4,148
12,2,1,26,155,4,229
34,0,0,50,319,5,400
1,0,0,37,196,4,166
4,2,1,28,142,4,675
79,2,1,45,319,5,432
10,2,1,67,340,4,557
10,0,1,70,384,4,323
3,0,1,46,238,8,623
37,0,0,72,449,4,29
44,0,0,16,81,5,445
44,0,0,13,86,2,111
3,0,0,66,349,1,20
1,0,0,33,175,4,557
2,2,1,10,54,4,72
226,2,1,68,436,8,43
25,2,1,59,320,1,215
12,0,0,10,54,9,243
109,0,1,60,392,3,57
5,0,0,60,332,4,235
7,0,0,9,57,8,481
11,2,1,71,396,4,231
92,2,1,35,204,0,268
3,2,1,61,331,4,227
73,2,1,70,398,8,126
4,0,0,69,447,3,509
15,2,1,13,78,5,127
8,2,1,79,439,1,290
30,2,1,41,242,1,403
30,2,0,25,186,6,195
7,2,0,15,85,6,225
3,2,1,76,393,4,235
5,2,1,44,263,2,668
2,1,0,5,36,5,109
3,2,1,63,315,4,311
10,2,1,64,355,4,231
15,2,1,59,380,0,258
84,2,0,80,437,0,109
5,2,1,67,408,4,557
11,2,1,40,188,2,172
6,2,0,39,218,4,280
4,0,0,25,144,4,323
29,2,1,44,237,4,399
5,0,0,64,390,4,424
23,2,1,44,260,5,326
246,0,1,82,424,9,489
82,2,1,45,245,6,354
0,2,0,54,315,1,231
18,0,0,26,165,5,505
6,2,0,78,428,1,605
8,2,1,35,191,4,613
134,2,1,34,202,5,662
6,1,1,8,58,4,672
68,0,1,68,371,8,381
2,2,1,52,311,4,229
52,0,1,7,46,8,8
12,2,1,29,157,5,645
70,2,1,24,125,6,43
13,0,1,23,146,8,186
9,0,0,8,29,8,529
0,0,1,62,392,5,202
6,2,0,50,293,4,474
2,2,1,40,203,4,232
23,2,1,79,440,9,489
43,0,1,61,362,8,186
24,0,0,27,153,3,549
77,0,1,13,74,9,652
55,2,1,6,30,2,66
129,1,1,6,26,5,551
32,2,1,17,89,5,655
1,0,0,18,106,4,231
49,2,1,58,398,0,146
21,2,0,71,382,5,207
9,2,1,16,70,6,354
101,2,1,22,117,2,208
171,2,1,54,313,2,668
11,0,1,74,415,1,20
217,2,1,35,214,6,38
15,0,1,28,143,6,549
92,2,1,54,290,9,506
36,2,1,42,268,7,540
4,2,1,67,385,4,231
33,0,0,56,375,6,509
19,0,0,7,35,5,621
3,0,1,51,292,4,513
34,0,0,51,304,5,499
2,2,0,10,48,4,323
13,2,0,28,144,9,83
4,2,0,25,126,4,542
29,0,1,52,351,5,315
8,2,1,55,325,4,227
23,0,0,31,216,9,490
9,2,1,43,245,4,227
12,0,1,45,287,3,315
11,2,1,77,386,1,564
14,0,0,39,211,4,266
6,2,1,42,232,4,72
2,0,0,67,323,4,368
3,2,1,57,334,1,232
16,2,0,52,319,5,172
0,2,1,54,285,4,235
11,0,1,50,269,4,199
1,0,0,70,434,4,474
12,0,1,68,366,4,148
2,2,1,70,377,1,290
7,2,1,42,231,4,565
5,0,1,43,218,4,235
5,2,1,5,30,6,189
16,2,1,27,139,4,356
23,0,0,83,462,8,435
11,0,1,37,203,0,49
7,2,1,61,327,8,599
72,0,1,63,330,7,596
4,2,1,47,238,4,235
44,0,1,42,220,5,505
256,0,0,55,370,8,633
13,2,1,23,147,3,549
0,0,0,21,115,8,274
8,0,1,24,125,6,38
27,2,1,35,237,6,82
41,2,1,48,260,8,449
92,0,1,5,26,2,140
106,2,1,36,188,2,348
48,2,1,77,427,3,596
56,0,1,62,360,2,309
14,1,0,41,204,2,275
34,2,1,71,402,2,499
20,2,0,78,416,6,576
4,2,1,20,123,4,226
7,2,1,38,209,1,605
21,2,1,26,144,1,605
89,2,1,19,126,2,220
46,1,1,7,47,8,125
29,0,1,46,257,2,32
78,2,1,38,213,3,313
39,2,1,34,173,7,350
28,2,1,66,366,8,381
12,2,1,72,365,1,197
8,0,1,79,429,2,220
127,2,1,69,430,0,109
12,2,1,74,428,0,664
84,2,0,46,303,0,176
54,2,1,46,287,5,165
187,2,1,55,332,6,309
6,2,0,67,373,4,280
2,2,1,45,220,4,323
234,0,1,71,402,2,326
26,0,1,70,419,8,423
24,0,0,52,277,8,597
28,2,1,26,104,7,334
1,0,1,36,204,4,232
131,0,0,22,152,7,452
9,0,1,53,312,1,46
66,0,1,46,282,8,186
7,0,1,73,376,1,231
7,2,1,47,237,1,92
9,0,0,27,145,4,181
1,0,0,46,250,4,231
3,2,1,27,146,4,323
6,0,1,69,418,1,19
3,0,0,26,163,4,458
52,2,1,72,380,9,506
10,0,0,74,420,4,266
0,0,0,61,385,4,424
8,0,0,6,26,3,465
5,2,1,10,51,8,246
0,2,1,29,160,4,557
4,0,1,62,364,4,323
24,0,0,65,333,9,489
5,0,0,35,194,6,189
1,1,0,25,138,4,154
5,0,0,20,95,5,551
17,2,0,19,99,4,232
56,2,1,63,349,6,400
7,0,1,30,187,4,323
26,2,1,20,100,5,655
83,0,1,76,428,2,259
12,0,1,67,364,0,146
6,2,0,35,235,4,235
2,2,1,60,340,7,110
3,0,1,30,151,4,424
29,0,1,50,366,8,381
22,2,1,18,103,3,509
7,2,1,42,236,1,613
0,0,0,75,465,4,331
17,2,1,74,399,5,127
11,2,1,44,238,4,455
10,2,0,56,302,0,387
40,2,1,86,455,5,153
29,2,1,50,310,2,140
67,2,1,70,397,3,315
11,2,1,20,105,4,231
57,2,0,22,175,3,522
8,0,0,20,118,3,56
21,0,1,72,443,5,127
10,2,1,77,435,4,232
45,2,1,49,254,9,147
65,2,1,22,114,6,603
297,2,1,49,243,8,468
100,2,1,70,405,5,445
1,2,0,70,372,4,424
7,2,1,21,93,1,91
31,0,1,63,390,1,136
10,0,1,41,212,1,443
0,2,1,71,388,4,399
29,0,0,69,433,8,581
42,2,1,66,313,0,387
28,0,0,15,87,6,43
1,0,1,26,145,4,260
28,0,1,79,431,7,334
4,1,1,62,351,1,232
20,0,0,53,281,6,38
25,1,1,50,296,4,231
18,2,1,34,221,3,315
12,0,0,61,388,3,539
6,2,1,49,270,4,235
2,1,1,8,44,4,71
19,2,1,49,294,0,22
11,2,1,71,419,4,235
169,2,1,53,314,5,127
2,0,0,73,410,8,190
2,0,0,71,402,4,323
5,0,0,72,408,4,611
19,2,1,67,394,5,662
43,2,1,68,434,6,82
6,0,0,37,263,4,232
16,0,1,38,187,5,546
102,2,1,4,25,5,425
83,0,1,89,496,5,207
38,2,1,40,231,9,23
6,0,0,37,206,4,116
342,0,1,66,377,5,505
9,1,1,4,23,6,603
3,2,1,37,196,6,38
24,0,1,56,363,0,176
2,0,1,32,229,8,581
5,0,1,34,199,8,473
12,2,1,58,390,4,235
1,2,0,81,376,1,290
18,2,1,35,205,0,22
10,2,1,6,29,4,232
5,0,1,61,364,4,148
14,2,1,21,138,2,111
10,0,1,19,106,4,424
9,2,0,77,380,0,27
29,0,0,24,128,3,689
2,0,1,26,130,1,20
67,0,1,48,254,2,111
45,2,1,70,365,1,183
168,2,1,58,313,3,680
3,0,1,27,143,0,236
10,0,1,59,300,7,110
25,2,1,50,244,7,147
87,0,0,51,284,5,621
17,2,1,15,84,1,20
7,2,1,70,420,7,334
1,0,1,55,309,1,574
0,2,0,35,177,4,280
17,1,1,4,20,6,145
5,2,1,43,249,4,536
25,0,1,12,69,5,549
15,0,0,78,432,6,140
5,2,1,9,67,0,571
27,0,1,54,286,8,161
11,0,1,70,347,6,674
21,0,1,33,199,8,437
23,2,1,16,109,8,599
5,2,1,91,470,9,489
15,2,1,52,318,1,199
5,2,0,32,165,4,229
12,2,1,90,479,4,231
14,0,0,40,205,8,118
103,0,1,59,410,8,481
4,2,0,69,332,1,156
55,0,1,58,357,3,0
16,2,1,53,303,4,232
16,2,1,51,249,6,684
34,0,1,69,418,5,134
1,2,1,3,13,6,225
5,2,0,31,171,1,397
1,0,0,79,474,4,170
44,2,0,51,286,5,662
6,2,0,29,186,8,633
18,0,0,58,377,2,400
27,2,1,82,430,6,509
23,0,0,58,289,6,576
4,2,1,68,385,4,344
39,0,1,74,461,6,140
9,0,0,66,352,4,97
85,0,1,55,339,2,668
0,0,0,46,287,4,235
1,2,1,15,76,9,489
8,2,1,69,383,1,91
0,2,0,45,266,6,82
56,2,1,7,42,5,32
3,0,1,70,423,4,200
6,1,1,12,70,8,274
19,0,0,57,312,2,202
80,0,1,17,91,9,652
8,2,0,67,424,5,665
21,2,1,76,420,1,215
9,0,0,72,396,4,399
14,0,1,16,82,1,137
11,0,1,63,335,4,231
31,2,1,66,434,0,268
13,0,0,21,153,4,454
2,0,1,67,371,4,229
15,2,1,11,52,9,540
29,2,1,28,168,9,489
22,2,1,60,361,7,334
8,2,1,26,158,4,232
11,2,0,71,434,6,400
26,0,1,60,372,3,313
10,2,0,66,389,0,268
2,2,1,70,411,4,235
6,2,0,38,216,4,356
5,0,1,41,231,8,179
345,2,1,53,261,7,452
8,0,1,44,243,1,19
11,1,1,43,246,4,229
8,2,0,64,355,4,671
74,0,1,33,205,5,109
4,0,0,34,203,8,632
12,2,1,76,421,4,166
41,0,1,59,311,9,23
53,2,1,41,246,9,490
0,2,1,11,55,6,225
33,0,1,34,211,5,505
6,0,0,43,233,1,215
12,2,1,53,293,6,588
8,2,0,65,351,4,424
109,2,1,73,417,6,354
5,2,1,17,91,4,229
39,2,1,76,453,6,588
15,0,0,4,24,2,32
8,2,1,65,404,4,148
11,2,0,89,426,7,147
19,2,1,73,392,7,110
37,2,1,57,295,0,258
7,0,1,21,133,2,32
65,2,1,44,271,5,476
2,2,0,70,420,4,331
9,0,1,11,53,8,259
78,2,1,50,295,7,83
37,2,1,26,165,4,231
0,0,1,32,176,4,323
0,0,0,36,195,4,229
24,2,1,15,75,5,499
6,0,0,65,382,4,72
6,2,1,74,439,5,326
1,2,0,44,241,4,424
14,0,0,3,19,8,276
2,2,0,20,98,4,235
8,0,0,42,252,4,235
0,2,1,32,166,4,344
86,0,1,74,439,2,177
17,0,1,75,406,1,605
49,0,1,14,94,5,336
49,2,1,66,419,2,326
19,0,0,21,127,8,581
41,0,1,12,54,2,657
34,2,1,54,315,4,280
59,2,1,42,229,5,109
24,0,0,11,71,2,66
10,2,1,39,191,4,608
61,2,1,11,62,2,32
10,2,1,47,237,4,227
20,2,0,26,166,2,525
87,2,1,43,263,1,564
6,2,1,64,340,2,140
2,0,0,16,108,4,231
1,0,0,23,115,4,235
74,0,1,20,133,2,208
95,2,1,57,334,5,621
7,2,1,5,26,6,684
4,2,1,82,446,3,680
16,1,0,19,97,4,323
7,2,1,27,163,8,179
20,2,1,35,177,1,290
64,2,1,60,328,9,83
15,2,1,69,369,2,645
75,2,1,56,358,4,170
12,0,1,49,249,1,199
3,2,1,68,379,4,557
1,0,0,37,194,4,323
4,2,0,68,394,4,233
9,2,0,99,554,4,323
21,2,1,14,68,4,557
10,2,1,52,281,4,368
5,0,1,27,152,5,551
61,0,0,26,139,8,438
8,2,1,45,243,1,201
0,0,1,71,396,4,399
106,2,1,71,428,2,259
7,0,0,66,418,2,172
65,2,0,71,424,0,526
69,2,1,14,83,8,361
4,2,1,33,169,1,397
24,0,0,24,145,3,121
140,1,1,53,360,5,56
13,0,1,14,85,8,651
54,2,1,45,286,2,657
102,0,0,58,314,5,655
49,0,1,75,412,9,490
9,2,1,31,205,4,235
7,2,1,25,166,4,613
294,2,1,59,351,4,280
31,0,1,30,151,1,397
0,0,0,7,51,4,331
4,0,0,59,384,4,235
8,0,0,26,149,4,235
13,2,1,40,218,1,201
30,2,1,27,150,4,230
6,0,1,48,289,4,35
4,0,0,53,302,5,172
73,0,1,9,80,5,621
10,0,1,39,206,4,356
4,0,1,58,363,4,557
122,2,1,26,143,9,83
8,2,1,60,331,4,235
3,2,0,53,285,4,368
9,2,1,53,274,9,334
6,2,1,67,396,8,8
7,2,1,52,322,1,290
1,0,0,34,189,4,231
18,0,1,22,173,0,664
43,0,0,62,373,2,140
24,2,0,78,443,3,596
9,2,1,60,371,4,232
9,2,1,31,189,6,588
23,1,0,30,154,8,438
55,0,1,52,312,5,109
13,0,0,78,371,7,334
33,2,1,71,406,3,121
8,0,1,49,282,4,280
28,2,1,83,424,3,317
164,2,1,79,483,3,315
56,2,1,28,177,8,11
0,2,1,42,235,4,280
62,2,1,72,395,5,599
13,0,0,16,96,6,38
20,2,1,33,178,4,395
6,2,1,25,123,4,424
7,2,1,19,101,4,232
23,2,1,95,615,3,56
2,2,1,53,281,4,424
0,0,0,46,233,4,235
7,0,0,77,389,4,235
9,0,1,71,418,5,551
61,0,1,41,315,5,666
2,0,0,45,269,4,453
17,2,1,41,248,8,273
26,2,1,38,233,4,262
19,2,1,48,257,2,220
39,0,1,49,281,7,110
32,2,1,60,366,2,599
39,2,1,58,346,1,290
3,0,0,64,356,4,671
120,2,0,44,270,6,603
0,0,1,62,346,4,280
28,0,1,42,256,3,313
4,2,1,20,123,4,199
27,0,1,65,397,5,505
36,0,1,58,314,7,110
0,0,0,70,371,4,54
23,0,0,25,152,6,576
3,2,1,41,203,4,323
25,2,1,79,417,7,350
70,2,1,64,291,9,23
2,0,1,71,430,9,334
36,2,1,53,284,4,231
31,0,1,27,158,2,32
12,2,1,63,387,3,315
6,2,1,79,414,1,91
4,2,1,24,138,4,166
5,0,0,42,230,4,235
22,2,1,8,33,5,645
7,2,1,7,35,8,273
0,0,1,28,178,8,179
5,2,0,51,300,4,424
7,2,1,75,405,9,350
16,0,1,34,193,8,10
6,2,1,24,129,1,201
39,2,1,53,276,7,540
23,0,1,21,119,4,232
81,2,1,65,357,2,348
6,0,0,76,371,4,166
5,0,0,84,444,4,399
8,0,1,59,356,4,232
2,0,1,61,333,4,231
3,0,0,78,424,4,331
6,2,1,40,215,4,424
27,0,0,45,245,5,505
3,2,0,66,409,4,474
5,2,1,37,196,4,229
2,2,0,65,372,4,235
49,0,1,54,296,6,563
2,2,0,15,105,8,143
3,0,1,30,158,2,32
4,2,0,49,250,4,235
27,2,1,57,349,0,146
48,2,1,18,97,6,588
49,2,1,80,487,3,355
3,0,1,65,383,4,331
23,2,1,17,93,2,68
6,2,0,56,326,4,235
50,0,1,75,376,7,83
36,2,1,41,250,2,220
0,2,0,63,377,4,235
4,0,0,52,262,5,645
0,0,1,73,399,4,399
2,2,1,78,461,4,323
31,0,1,17,106,8,597
2,2,1,6,29,1,215
19,2,1,39,233,4,231
29,0,0,27,168,8,179
61,2,1,8,36,8,430
11,2,1,51,273,4,231
5,0,0,23,143,4,231
59,2,1,15,78,9,489
4,2,1,71,433,4,231
19,2,0,49,255,5,666
21,2,1,49,302,3,58
0,0,0,45,246,1,232
72,0,1,43,250,3,313
3,0,0,31,183,4,612
72,2,1,67,408,2,326
0,2,1,21,159,4,116
5,2,1,40,206,4,170
38,2,1,42,223,9,506
25,0,1,60,332,6,82
8,2,1,49,242,4,229
50,2,1,65,341,7,147
26,0,1,45,281,0,664
55,2,1,71,417,0,664
0,2,0,24,154,4,280
9,0,1,70,390,4,297
5,2,1,72,428,4,424
27,0,0,61,330,4,280
12,2,0,79,419,7,540
22,2,0,3,15,3,680
2,2,1,39,197,1,18
10,0,1,71,335,4,166
9,0,1,67,409,4,565
20,0,0,78,429,5,326
4,2,1,43,204,4,344
21,2,1,52,247,7,147
17,0,1,19,101,3,140
30,0,0,57,387,2,202
65,0,1,19,114,2,220
3,2,1,51,269,4,235
33,2,1,54,304,2,326
3,2,0,23,112,4,295
4,0,0,47,273,4,229
6,0,1,66,363,4,323
3,0,0,75,402,1,138
34,0,1,39,217,5,202
18,2,1,9,47,5,667
0,0,1,65,367,4,235
25,0,0,19,127,5,550
5,0,0,66,403,4,424
4,2,1,27,160,5,134
42,0,1,73,448,5,551
11,0,0,53,327,4,280
7,2,1,63,381,4,235
129,2,1,76,428,9,147
5,0,1,72,495,4,395
10,2,1,37,202,6,39
37,2,1,74,464,0,335
7,2,1,72,397,4,340
42,0,0,45,186,7,31
39,0,1,56,280,5,645
106,0,1,60,388,3,355
7,0,0,71,390,4,148
4,2,1,39,200,4,311
79,0,1,77,435,5,207
22,2,1,21,135,1,19
8,2,0,3,23,2,220
26,2,1,72,398,2,109
17,2,0,21,117,4,424
2,2,0,85,419,4,323
8,2,1,56,314,4,391
5,2,0,69,424,1,353
80,0,0,20,118,5,207
5,0,1,57,336,4,226
7,2,1,76,384,4,297
89,0,1,19,109,8,469
2,2,1,88,423,4,262
6,0,0,72,392,4,231
4,0,1,38,182,4,323
4,2,0,30,154,4,235
61,2,1,62,341,3,355
47,2,1,27,171,3,58
19,0,1,58,352,2,220
1,0,0,56,365,4,431
56,2,0,60,362,4,431
14,0,1,59,334,7,110
11,2,1,35,184,4,148
3,2,0,70,371,4,613
0,2,0,52,299,4,227
56,2,1,8,47,6,43
12,1,0,16,115,5,0
2,0,1,36,187,5,134
14,0,1,7,39,8,186
8,2,0,28,150,4,567
12,1,1,11,74,3,645
34,0,1,72,444,3,58
29,0,1,81,477,2,326
42,2,1,36,198,5,683
8,2,1,29,206,4,232
11,0,1,63,416,1,77
1,2,1,18,117,4,611
87,2,1,41,216,3,163
5,0,0,78,438,8,469
69,2,1,22,126,7,110
2,2,1,48,272,4,424
13,2,1,79,431,4,323
11,0,1,7,37,0,21
44,0,1,32,196,5,172
9,0,1,71,405,1,290
6,0,1,39,233,4,356
40,2,1,59,365,0,146
4,2,1,58,339,4,368
19,2,1,16,100,1,574
9,1,1,1,6,5,445
23,2,1,67,365,2,177
12,2,1,62,323,4,229
9,2,1,58,351,5,220
22,2,0,56,296,6,532
7,0,0,32,147,4,231
6,2,1,68,360,7,489
23,0,1,68,389,5,445
9,0,0,27,151,4,440
211,2,1,62,365,5,220
9,2,0,43,261,4,340
3,2,1,42,208,4,235
4,0,0,32,190,5,655
14,2,0,72,395,4,235
7,2,0,45,261,7,110
6,0,1,76,417,4,557
21,2,1,72,409,0,664
157,2,1,66,387,2,309
24,2,1,76,445,3,191
17,0,0,33,208,4,260
1,0,0,31,187,4,231
21,2,1,62,337,4,454
18,0,1,7,38,2,177
12,0,1,65,375,5,127
36,2,0,37,195,2,220
18,2,1,64,328,4,673
80,0,1,69,371,2,259
29,2,1,68,441,6,684
40,1,1,76,444,0,21
3,2,1,45,246,4,458
13,2,1,20,121,9,350
54,2,1,18,87,8,439
5,2,1,48,275,4,232
18,2,1,64,350,4,455
15,2,0,46,242,9,489
25,0,1,34,186,8,308
8,0,1,81,444,8,493
16,0,0,11,57,4,323
31,0,0,8,42,2,525
2,2,0,65,364,4,231
2,0,0,13,72,4,443
17,2,1,63,373,5,499
18,2,1,6,34,8,430
107,0,1,45,224,5,621
1,0,0,15,72,9,110
21,1,1,15,88,8,308
10,0,0,25,140,4,231
20,0,1,54,282,9,489
7,0,0,80,384,4,166
0,2,0,26,145,4,229
58,2,1,47,258,5,552
3,0,0,71,431,4,612
2,0,1,63,392,4,228
11,0,0,71,414,5,109
5,0,0,54,300,4,404
89,2,1,42,255,0,335
89,0,1,19,131,8,468
14,2,0,61,398,8,8
6,2,1,16,94,4,440
35,0,1,69,430,3,261
1,2,1,45,283,3,58
17,0,1,68,411,8,274
2,1,0,4,21,8,438
3,0,0,65,328,4,424
14,0,1,50,298,2,220
19,0,0,11,82,3,445
7,2,1,6,32,4,323
1,0,0,28,148,4,331
16,2,1,53,286,3,522
6,2,1,36,223,4,129
9,0,0,45,257,4,323
2,2,1,22,130,4,231
2,0,0,28,164,1,397
17,0,1,37,195,4,270
24,2,1,36,174,7,147
21,2,1,31,167,6,512
19,2,1,56,304,3,509
27,0,1,22,112,3,445
19,2,1,22,113,8,308
23,2,1,20,118,7,378
9,0,1,57,294,4,166
0,2,1,59,339,4,440
9,0,1,53,367,8,246
33,0,1,18,121,8,186
124,2,1,52,282,2,275
40,0,1,38,215,7,334
5,2,0,66,383,4,614
13,0,1,29,161,5,476
12,2,1,42,240,1,77
50,0,1,37,245,8,681
8,2,1,57,283,4,474
2,2,1,29,159,1,91
26,0,0,53,327,2,275
86,2,1,67,402,2,140
37,0,1,72,388,4,399
3,2,1,47,246,6,684
371,0,1,61,412,2,111
11,2,1,49,287,5,134
5,0,0,68,387,1,231
4,2,1,22,156,4,583
18,0,1,58,307,4,368
19,0,1,58,329,5,326
5,2,1,33,182,4,280
35,2,1,72,386,0,268
0,0,0,48,257,4,231
23,2,1,1,6,3,140
42,0,0,10,59,6,576
8,2,1,45,206,4,671
1,0,1,73,435,4,231
6,2,1,63,369,4,424
13,2,0,30,153,9,489
41,2,1,75,398,4,323
5,0,1,19,104,3,163
6,0,0,21,102,4,391
16,2,1,58,359,7,334
27,2,1,53,275,3,309
55,0,1,86,507,2,400
6,0,0,40,222,4,331
28,2,1,76,368,6,684
35,0,1,61,283,8,259
4,0,1,74,450,4,557
0,2,1,26,151,4,229
32,1,0,49,262,6,554
6,2,0,36,199,4,424
52,2,1,72,380,9,490
15,2,1,68,412,5,172
2,2,1,74,402,4,231
13,0,1,50,279,2,668
4,0,0,37,195,4,232
103,0,1,8,47,8,435
33,2,1,44,258,4,96
14,2,1,48,268,6,38
